start	end	strand	name	symbol	locus_tag
424203	424883	-	ABC transporter ATP-binding protein	yclH	BSUA_RS02160
424899	426359	-	ABC transporter permease	yclI	BSUA_RS02165
426572	427255	+	two-component system response regulator YclJ	yclJ	BSUA_RS02170
427242	428663	+	two-component system sensor histidine kinase YclK	yclK	BSUA_RS02175
428826	429974	+	response regulator aspartate phosphatase RapC	rapC	BSUA_RS02180
429958	430080	+	phosphatase RapC inhibitor PhrC	phrC	BSUA_RS02185
430180	430269	-		yczM	BSUA_RS22190
430351	430464	-	YjcZ family sporulation protein	yczN	BSUA_RS02195
430618	431982	-	aspartate kinase	thrD	BSUA_RS02200
432367	433317	+	petrobactin ABC transporter permease YclN	yclN	BSUA_RS02205
433310	434257	+	petrobactin ABC transporter permease YclO	yclO	BSUA_RS02210
434251	435009	+	petrobactin ABC transporter ATP-binding protein YclP	yclP	BSUA_RS02215
435031	435984	+	petrobactin ABC transporter substrate-binding protein YclQ	yclQ	BSUA_RS02220
436031	437449	-	multidrug efflux MFS transporter	ycnB	BSUA_RS02225
437469	438347	-	TetR/AcrR family transcriptional regulator	ycnC	BSUA_RS02230
438511	439260	-	oxygen-insensitive NADPH nitroreductase	nfsA	BSUA_RS02235
439277	439564	-	antibiotic biosynthesis monooxygenase	ycnE	BSUA_RS02240
439704	440018	+	metalloregulator ArsR/SmtB family transcription factor	yczG	BSUA_RS02245
440020	441459	-	transcriptional regulator GabR	gabR	BSUA_RS02250
441566	442876	+	4-aminobutyrate--2-oxoglutarate transaminase	gabT	BSUA_RS02255
442945	444333	+	succinate-semialdehyde dehydrogenase	gabD	BSUA_RS02260
444456	445319	+	glucose uptake protein GlcU	glcU	BSUA_RS02265
445339	446124	+	glucose 1-dehydrogenase	gdh	BSUA_RS02270
446169	446783	-	DUF1775 domain-containing protein	cutI	BSUA_RS02275
446796	448421	-	copper transporter YcnJ	ycnJ	BSUA_RS02280
448456	449028	-	copper uptake transcriptional regulator YcnK	ycnK	BSUA_RS02285
449193	449546	+	hypothetical protein		BSUA_RS02290
449719	451155	+	PTS mannitol transporter subunit IICB	mtlA	BSUA_RS02295
451180	451611	+	PTS sugar transporter subunit IIA	mtlF	BSUA_RS02300
451613	452734	+	mannitol-1-phosphate 5-dehydrogenase	mtlD	BSUA_RS02305
452825	453889	+	tartrate dehydrogenase	ycsA	BSUA_RS02310
454024	454587	+	signal peptidase I	lepB	BSUA_RS02315
454647	455255	-	dienelactone hydrolase family protein	yczH	BSUA_RS02325
455341	455733	+	beta-hydroxyacyl-ACP dehydratase	ycsD	BSUA_RS02330
455766	455930	-	hypothetical protein		BSUA_RS02335
456063	456812	+	phosphoglycolate phosphatase	ribZ	BSUA_RS02340
457018	457791	+	5-oxoprolinase subunit PpxA	pxpA	BSUA_RS02345
457806	459020	+	divalent metal cation transporter	pxpG	BSUA_RS02350
459044	459817	+	putative hydro-lyase	pxpI	BSUA_RS02355
459862	460584	+	5-oxoprolinase subunit B	pxpB	BSUA_RS02360
460587	461594	+	5-oxoprolinase subunit PxpC	pxpC	BSUA_RS02365
461610	462362	+	IclR family transcriptional regulator	pxpR	BSUA_RS02370
462426	463067	+	spore germination lipase LipC	lipC	BSUA_RS02375
463240	463485	+	YczI family protein	yczI	BSUA_RS02380
463491	463778	-	antibiotic biosynthesis monooxygenase	yczJ	BSUA_RS02385
463929	465935	+	penicillin-binding protein 3	pbpC	BSUA_RS02390
466037	466939	+	aldo/keto reductase family oxidoreductase	ycsN	BSUA_RS02395
467125	469209	+	mannitol operon transcriptional activator MtlR	mtlR	BSUA_RS02400
469421	470932	+	acyl--CoA ligase	ydaB	BSUA_RS02405
470952	471548	-	class I SAM-dependent methyltransferase	ydaC	BSUA_RS02410
471704	472564	+	SDR family oxidoreductase	ydaD	BSUA_RS02415
472580	473083	+	D-lyxose ketol-isomerase	lyxE	BSUA_RS02420
473169	473720	+	GNAT family N-acetyltransferase	ydaF	BSUA_RS02425
473798	474220	+	pyridoxamine 5'-phosphate oxidase family protein	ydaG	BSUA_RS02430
474726	475535	+	lipid II flippase Amj	amj	BSUA_RS02435
475579	475794	-	DUF3817 domain-containing protein		BSUA_RS02440
475797	475970	-	divalent metal cation transporter		BSUA_RS02445
476200	476457	-	GlsB/YeaQ/YmgE family stress response membrane protein	ydaS	BSUA_RS02450
476535	476987	-	DUF2188 domain-containing protein	ydaT	BSUA_RS02455
477105	477923	+	EcsC family protein	ydbA	BSUA_RS02460
478052	478423	+	glucose starvation-inducible protein GsiB	gsiB	BSUA_RS02465
478555	478896	+	cupin domain-containing protein	ydbB	BSUA_RS02470
478890	479249	+	YdbC family protein	ydbC	BSUA_RS02475
479286	480107	-	manganese catalase	ydbD	BSUA_RS02480
480192	481244	-	C4-dicarboxylate TRAP transporter substrate-binding protein DctB	dctB	BSUA_RS02485
481314	482921	+	two-component system sensor histidine kinase DctS	dctS	BSUA_RS02490
482911	483591	+	two-component system response regulator DctR	dctR	BSUA_RS02495
483712	484977	+	C4-dicarboxylate transporter DctP	dctP	BSUA_RS02500
485125	486177	+	AI-2E family transporter	ydbI	BSUA_RS02505
486454	487380	+	ABC transporter ATP-binding protein	ydbJ	BSUA_RS02515
487373	488140	+	ABC transporter permease	ydbK	BSUA_RS02520
488235	488570	+	hypothetical protein		BSUA_RS02525
488698	489843	+	acyl-CoA/acyl-ACP dehydrogenase	ydbM	BSUA_RS02530
489868	490047	-	Fur-regulated basic protein FbpB	fbpB	BSUA_RS02535
490001	490165	-	Fur-regulated basic protein FbpA	fbpA	BSUA_RS02540
490412	491284	+	cation diffusion facilitator family transporter	ydbO	BSUA_RS02545
491299	491619	-	thioredoxin family protein	ydbP	BSUA_RS02550
491773	492858	+	D-alanine--D-alanine ligase	ddlA	BSUA_RS02555
492930	494303	+	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	BSUA_RS02560
494703	496187	+	ATP-dependent RNA helicase CshA	cshA	BSUA_RS02565
496360	496839	+	PH domain-containing protein	ydbS	BSUA_RS02570
496829	498310	+	PH domain-containing protein	ydbT	BSUA_RS02575
498562	499161	-	rhomboid family intramembrane serine protease	ydcA	BSUA_RS02580
499256	499621	+	holo-ACP synthase	acpS	BSUA_RS02585
499787	500803	+	outer membrane lipoprotein carrier protein LolA	ydcC	BSUA_RS02590
500918	502087	+	alanine racemase	alr	BSUA_RS02595
502203	502484	+	type II toxin-antitoxin system antitoxin EndoAI	endB	BSUA_RS02600
502489	502839	+	type II toxin-antitoxin system endoribonuclease NdoA	ndoA	BSUA_RS02605
502954	503778	+	RsbT co-antagonist protein RsbRA	rsbRA	BSUA_RS02610
503783	504148	+	RsbT antagonist protein RsbS	rsbS	BSUA_RS02615
504152	504553	+	serine/threonine-protein kinase RsbT	rsbT	BSUA_RS02620
504565	505572	+	phosphoserine phosphatase RsbU	rsbU	BSUA_RS02625
505634	505963	+	anti-sigma factor antagonist RsbV	rsbV	BSUA_RS02630
505960	506442	+	anti-sigma B factor RsbW	rsbW	BSUA_RS02635
506408	507196	+	RNA polymerase sigma factor SigB	sigB	BSUA_RS02640
507196	507795	+	phosphoserine phosphatase RsbX	rsbX	BSUA_RS02645
507906	508022	+			BSUA_RS22685
508038	508331	+	hypothetical protein		BSUA_RS22200
508328	508768	+	EVE domain-containing protein	ydcG	BSUA_RS02660
508752	509195	+	MarR family transcriptional regulator	ydcH	BSUA_RS02665
509289	511448	+	RNA-binding transcriptional accessory protein	tex	BSUA_RS02670
511458	511571	-		cmpA	BSUA_RS22690
511675	512127	+	SprT family protein	ydcK	BSUA_RS02680
513051	514157	-	site-specific integrase	ydcL	BSUA_RS02720
514170	514679	-	metallopeptidase ImmA	immA	BSUA_RS02725
514676	515059	-	helix-turn-helix transcriptional regulator ImmR	immR	BSUA_RS02730
515333	515527	+	ICEBs1 excisionase	xis	BSUA_RS02735
515524	515784	+	hypothetical protein		BSUA_RS02740
515838	516098	+	hypothetical protein		BSUA_RS02745
516304	516432	+			BSUA_RS22695
516468	516848	+	helicase processivity factor HelP	helP	BSUA_RS02750
516884	518326	+	coupling conjugation protein ConQ	conQ	BSUA_RS02755
518319	519377	+	DNA relaxase NicK	nicK	BSUA_RS02760
519642	519911	+	hypothetical protein		BSUA_RS02765
519950	520216	+	hypothetical protein		BSUA_RS02770
520233	520541	+	hypothetical protein		BSUA_RS02775
520531	521595	+	conjugal transfer protein	conB	BSUA_RS02780
521607	521855	+	transposon conjugation system subunit ConC	conC	BSUA_RS02785
521868	522392	+	conjugal transfer protein	conD	BSUA_RS02790
522280	524775	+	VirB4-like ATPase ConE	conE	BSUA_RS02795
524794	525120	+	YddF family protein	yddF	BSUA_RS02800
525124	527571	+	transposon conjugation system subunit ConG	conG	BSUA_RS02805
527568	528557	+	bifunctional lysozyme/C40 family peptidase	cwlT	BSUA_RS02810
528572	529078	+	hypothetical protein		BSUA_RS02815
529141	529521	+	DUF4467 domain-containing protein	yddJ	BSUA_RS02820
529712	530512	-	TIR domain-containing protein	yddK	BSUA_RS02825
530852	532027	+	response regulator aspartate phosphatase RapI	rapI	BSUA_RS02830
531984	532103	+	phosphatase RapI inhibitor PhrI	phrI	BSUA_RS22205
532256	533197	+	helicase	yddM	BSUA_RS02835
533786	534805	-	LLM class flavin-dependent oxidoreductase	yddN	BSUA_RS02840
535065	535475	+	transcriptional regulator LrpA	lrpA	BSUA_RS02845
535598	536047	-	transcriptional regulator LrpB	lrpB	BSUA_RS02850
536162	536704	+	cysteine hydrolase	yddQ	BSUA_RS02855
537257	538021	+	MBL fold metallo-hydrolase	yddR	BSUA_RS02860
538215	539525	+	MFS transporter	yddS	BSUA_RS02865
540108	540284	+	hypothetical protein		BSUA_RS02870
540309	540995	+	hypothetical protein		BSUA_RS02875
541420	541605	+	hypothetical protein		BSUA_RS02880
541955	542548	+	glutamine amidotransferase	sufLC	BSUA_RS02885
542811	543011	+	cold shock protein CspC	cspC	BSUA_RS02890
543698	544159	-	CarD family transcriptional regulator	cdnL	BSUA_RS02895
544727	544993	-	DMT family transporter		BSUA_RS02900
545061	545936	-	AraC family transcriptional regulator	ydeC	BSUA_RS02905
546049	547008	+	DMT family transporter	ydeD	BSUA_RS02910
547161	548033	-	AraC family transcriptional regulator	ydeE	BSUA_RS02915
548260	549648	+	PLP-dependent aminotransferase family protein	ydeF	BSUA_RS02920
549758	551050	+	MFS transporter	ydeG	BSUA_RS02925
551281	551655	+	hypothetical protein		BSUA_RS02930
551892	552485	+	YdeI family protein	ydeI	BSUA_RS02935
552837	553496	-	lipoprotein	ydeJ	BSUA_RS02940
553918	554781	-	DMT family transporter	ydeK	BSUA_RS02945
554936	556327	+	PLP-dependent aminotransferase family protein	ydeL	BSUA_RS02950
556521	556946	+	MaoC family dehydratase	ydeM	BSUA_RS02955
556999	557571	-	alpha/beta hydrolase	ydeN	BSUA_RS02960
557653	557982	-	winged helix-turn-helix transcriptional regulator	ydzF	BSUA_RS02965
558237	559109	+	YitT family protein	ydeO	BSUA_RS02970
559259	559645	-	winged helix-turn-helix transcriptional regulator	ydeP	BSUA_RS02975
559756	560349	+	NAD(P)H-dependent oxidoreductase	ydeQ	BSUA_RS02980
560493	561680	-	MFS transporter	ydeR	BSUA_RS02985
561884	562480	+	TetR/AcrR family transcriptional regulator	ydeS	BSUA_RS02990
563088	563423	+	metal-responsive transcriptional regulator AseR	aseR	BSUA_RS03000
563436	564743	+	arsenic transporter	arsF	BSUA_RS03005
564802	565001	+			BSUA_RS22215
565241	566026	+	GNAT family N-acetyltransferase	ydfB	BSUA_RS03015
566083	567003	-	DMT family transporter	ydfC	BSUA_RS03020
567136	568584	+	PLP-dependent aminotransferase family protein	ydfD	BSUA_RS03025
568702	569325	-	flavin reductase family protein	ydfE	BSUA_RS03030
569415	570095	+	winged helix-turn-helix domain-containing protein	ydfF	BSUA_RS03035
570175	570618	-	carboxymuconolactone decarboxylase family protein	ydfG	BSUA_RS03040
570704	570883	-	hypothetical protein		BSUA_RS22220
570880	571023	-			BSUA_RS03050
571291	572514	+	two-component system sensor histidine kinase YdfH	ydfH	BSUA_RS03055
572507	573148	+	two-component system response regulator YdfI	ydfI	BSUA_RS03060
573264	575438	+	MMPL family transporter	ydfJ	BSUA_RS03065
575850	576752	-	carboxylesterase	cesA	BSUA_RS03070
576954	577643	-	DUF554 domain-containing protein	ydfK	BSUA_RS03075
577733	578545	-	MerR family transcriptional regulator	ydfL	BSUA_RS03080
578656	579549	-	manganese transporter MneP	mneP	BSUA_RS03085
580025	580645	+	nitroreductase family protein	ydfN	BSUA_RS03090
580661	581599	+	ring-cleaving dioxygenase	ydfO	BSUA_RS03095
581701	582090	+	DoxX family protein	ydfP	BSUA_RS03100
582276	582614	+	thioredoxin family protein	ydfQ	BSUA_RS03105
582654	582890	-	spore germination protein	ydzH	BSUA_RS03110
583422	583652	-	germination protein	ydzR	BSUA_RS03120
583776	584357	-	DUF421 domain-containing protein		BSUA_RS03125
584566	585273	+	DUF421 domain-containing protein	ydfS	BSUA_RS03130
585288	585719	-	spore coat protein CotP	cotP	BSUA_RS03135
585732	585974	-	spore germination protein	ydgA	BSUA_RS03140
585988	586260	-	spore germination protein	ydgB	BSUA_RS03145
586559	587146	+	TetR/AcrR family transcriptional regulator	ydgC	BSUA_RS03150
587143	587487	+	DoxX family protein	ydgD	BSUA_RS03155
587650	588123	+	GNAT family N-acetyltransferase	ydgE	BSUA_RS03160
588283	589926	-	ABC-F type ribosomal protection protein VmlR	vmlR	BSUA_RS03165
590246	591622	-	amino acid permease	ydgF	BSUA_RS03170
591794	592312	-	damage-inducible protein DinB	dinB	BSUA_RS03175
592481	592939	+	MarR family transcriptional regulator	ydgG	BSUA_RS03180
592936	595593	+	MMPL family transporter	ydgH	BSUA_RS03185
595739	596368	-	nitroreductase family protein	ydgI	BSUA_RS03190
596384	596878	-	MarR family transcriptional regulator	ydgJ	BSUA_RS03195
597189	598397	+	Bcr/CflA family efflux MFS transporter	ydgK	BSUA_RS03200
598433	599170	-	sulfite exporter TauE/SafE family protein	ydhB	BSUA_RS03205
599419	600093	+	GntR family transcriptional regulator	ydhC	BSUA_RS03210
600220	601482	+	glycoside hydrolase family 18 protein	spoL	BSUA_RS03215
601643	602830	+	glycosyltransferase	ydhE	BSUA_RS03220
602869	603579	-	DUF4352 domain-containing protein	ydhF	BSUA_RS03225
603645	605033	-	alkaline phosphatase PhoB	phoB	BSUA_RS03230
605395	605766	+	iron chaperone frataxin	fra	BSUA_RS03235
605841	606338	-	YdhH/YoaO family protein	ydhH	BSUA_RS03240
606356	606838	-	GNAT family N-acetyltransferase	ydhI	BSUA_RS03245
606921	607898	+	HD domain-containing protein	ydhJ	BSUA_RS03250
608040	608657	+	YdhK family protein	ydhK	BSUA_RS03255
608673	609839	-	purine transporter PbuE	pbuE	BSUA_RS03260
610170	610481	+	PTS sugar transporter subunit IIB	gmuB	BSUA_RS03265
610481	610813	+	PTS lactose/cellobiose transporter subunit IIA	gmuA	BSUA_RS03270
610832	612160	+	PTS cellobiose transporter subunit IIC	celB	BSUA_RS03275
613718	614431	+	transcriptional regulator GmuR	gmuR	BSUA_RS03285
614460	615359	+	fructokinase GmuE	gmuE	BSUA_RS03290
615356	616303	+	"mannose-6-phosphate isomerase, class I"	manA	BSUA_RS03295
616322	617410	+	"mannan endo-1,4-beta-mannosidase"	gmuG	BSUA_RS03300
617471	618324	-	manganese catalase family protein		BSUA_RS03305
624210	625187	+	thiamine-phosphate kinase	thiL	BSUA_RS03350
625202	625678	+	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE	BSUA_RS03355
625659	626348	+	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB	BSUA_RS03360
626358	626813	+	ribosomal protein S18-alanine N-acetyltransferase	rimI	BSUA_RS03365
626806	627846	+	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD	BSUA_RS03370
628076	630004	-	ABC-F family ATP-binding cassette domain-containing protein	ydiF	BSUA_RS03375
630130	630642	+	cyclic pyranopterin monophosphate synthase MoaC	moaC	BSUA_RS03380
630639	631286	+	redox-sensing transcriptional repressor Rex	rex	BSUA_RS03385
631308	631481	+	sec-independent protein translocase protein TatAY	tatAY	BSUA_RS03390
631488	632252	+	twin-arginine translocase subunit TatC	tatC	BSUA_RS03395
632290	632481	-	YdiK family protein	ydiK	BSUA_RS03400
632478	633212	-	CPBP family intramembrane metalloprotease	ydiL	BSUA_RS03405
633451	633735	+	co-chaperone GroES	groES	BSUA_RS03410
633782	635416	+	chaperonin GroEL	groL	BSUA_RS03415
635504	636595	-			BSUA_RS22225
636980	637360	+	hypothetical protein		BSUA_RS03430
637619	637891	+	hypothetical protein		BSUA_RS03435
638049	638240	+			BSUA_RS03440
638771	640054	+	DNA cytosine methyltransferase	bsuMA	BSUA_RS03445
640076	641245	+	DNA cytosine methyltransferase	bsuMB	BSUA_RS03450
641341	642306	-			BSUA_RS22700
642361	642769	-			BSUA_RS23090
643171	644112	+	type II restriction-modification system endonuclease YdiR	ydiR	BSUA_RS03470
644144	645175	+	type-2 restriction-modification system deoxyribonuclease BsuRB	bsuRB	BSUA_RS03475
645178	646575	+	LlaJI family restriction endonuclease	bsuRC	BSUA_RS03480
647149	647484	+	hypothetical protein		BSUA_RS03485
647702	648217	+	alpha/beta hydrolase family protein		BSUA_RS03490
648323	650812	-	glucitol operon transcriptional regulator GutR	gutR	BSUA_RS03495
651014	652075	+	sorbitol dehydrogenase	gutB	BSUA_RS03500
652149	653540	+	MFS transporter	gutP	BSUA_RS03505
653635	654597	+	carbohydrate kinase	ydjE	BSUA_RS03510
654793	655476	+	PspA/IM30 family protein	pspA	BSUA_RS03515
655542	656567	+	hypothetical protein	ydjG	BSUA_RS03520
656567	657331	+	YgcG family protein	ydjH	BSUA_RS03525
657362	658333	+	SPFH domain-containing protein	ydjI	BSUA_RS03530
658380	659405	-	potassium channel family protein	ydjJ	BSUA_RS03535
659990	661411	+	myo-inositol transporter IolT	iolT	BSUA_RS03540
661459	662499	-	"(R,R)-butanediol dehydrogenase"	bdhA	BSUA_RS03545
662938	663309	+	cell wall metabolism protein WalM	walM	BSUA_RS03550
663375	664421	+	PD40 domain-containing protein	ydjN	BSUA_RS03555
664455	664613	-	hypothetical protein		BSUA_RS03560
664803	665012	-	cold-shock protein	ydjO	BSUA_RS03565
665095	665910	-	alpha/beta hydrolase	ydjP	BSUA_RS03570
665923	666912	-	DUF4003 domain-containing protein	yeaA	BSUA_RS03575
667010	668551	-	outer spore coat copper-dependent laccase CotA	cotA	BSUA_RS03580
668703	670112	-	GABA permease	gabP	BSUA_RS03585
670150	670437	-	hypothetical protein		BSUA_RS03590
670510	671382	+	manganese transporter MneS	mneS	BSUA_RS03595
671732	672694	+	MoxR family ATPase	yeaC	BSUA_RS03600
672694	673890	+	DUF58 domain-containing protein	yeaD	BSUA_RS03605
673912	676125	+	DUF4129 domain-containing transglutaminase family protein	yebA	BSUA_RS03610
676288	677829	+	glutamine-hydrolyzing GMP synthase	guaA	BSUA_RS03615
678210	679532	+	hypoxanthine/guanine permease PbuG	pbuG	BSUA_RS03620
679743	680546	+	hypothetical protein		BSUA_RS03625
680705	680872	+	Fur-regulated basic protein FbpA	yebD	BSUA_RS03630
681086	681640	+	DUF2179 domain-containing protein	yebE	BSUA_RS03635
681640	681837	+	NETI motif-containing protein	yebG	BSUA_RS03640
682160	682648	+	5-(carboxyamino)imidazole ribonucleotide mutase	purE	BSUA_RS03645
682641	683783	+	5-(carboxyamino)imidazole ribonucleotide synthase	purK	BSUA_RS03650
683780	685075	+	adenylosuccinate lyase	purB	BSUA_RS03655
685149	685874	+	phosphoribosylaminoimidazolesuccinocarboxamide synthase	purC	BSUA_RS03660
685867	686121	+	phosphoribosylformylglycinamidine synthase subunit PurS	purS	BSUA_RS03665
686118	686801	+	phosphoribosylformylglycinamidine synthase subunit PurQ	purQ	BSUA_RS03670
686785	689013	+	phosphoribosylformylglycinamidine synthase subunit PurL	purL	BSUA_RS03675
688989	690419	+	amidophosphoribosyltransferase	purF	BSUA_RS03680
690521	691561	+	phosphoribosylformylglycinamidine cyclo-ligase	purM	BSUA_RS03685
691558	692145	+	phosphoribosylglycinamide formyltransferase	purN	BSUA_RS03690
692142	693680	+	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	BSUA_RS03695
693696	694964	+	phosphoribosylamine--glycine ligase	purD	BSUA_RS03700
695004	695423	-	Lrp/AsnC family transcriptional regulator	yezC	BSUA_RS03705
695567	696841	+	amino acid permease	yecA	BSUA_RS03710
696856	697083	-	DUF2892 domain-containing protein	yezF	BSUA_RS03715
697212	698954	+	adenine deaminase	yerA	BSUA_RS03720
698981	699976	+	DUF3048 domain-containing protein	yerB	BSUA_RS03725
699979	700293	+	hypothetical protein		BSUA_RS03730
700328	701905	-	FMN-binding glutamate synthase family protein	yerD	BSUA_RS03735
702170	702856	+	heptaprenylglyceryl phosphate synthase	pcrB	BSUA_RS03745
702918	705137	+	DNA helicase PcrA	pcrA	BSUA_RS03750
705161	707167	+	NAD-dependent DNA ligase LigA	ligA	BSUA_RS03755
707183	708373	+	CamS family sex pheromone protein	yerH	BSUA_RS03760
708535	709545	+	phosphotransferase enzyme family protein	yerI	BSUA_RS03765
